"","castaway_id","full_name","castaway","date_of_birth","date_of_death","gender","race","ethnicity","poc","occupation","personality_type"
"733","US0418","Jefra Bland","Jefra",1990-07-02,NA,"Male",NA,NA,"White","Miss Kentucky Teen USA","ISFJ"
"734","US0419","Latasha Fox","Tasha",1977-01-03,NA,"Female","Black",NA,"POC","Accountant","ENFJ"
"735","US0420","Trish Hegarty","Trish",1965-10-09,NA,"Male",NA,NA,"White","Pilates Trainer","ENFJ"
"736","US0421","Spencer Bledsoe","Spencer",1992-06-12,NA,"Male",NA,NA,"White","Economics Student","INTJ"
"737","US0422","Kassandra McQuillen","Kass",1971-11-08,NA,"Female",NA,NA,"White","Attorney","INTJ"
"738","US0423","Yung Hwang","Woo",1984-03-16,NA,"Male","Asian",NA,"POC","Martial Arts Instructor","ISFP"
"739","US0424","Tony Vlachos","Tony",1973-09-10,NA,"Male",NA,NA,"White","Police Officer","ESTP"
"740","US0425","Nadiya Anderson","Nadiya",1986-04-11,NA,"Female","Asian",NA,"POC","Crossfit Coach/Project Coordinator","ESFP"
"741","US0426","Val Collins","Val",1978-11-08,NA,"Female","Black",NA,"POC","Foxboro Police Officer","INTJ"
"742","US0427","John Rocker","John",1974-10-17,NA,"Male",NA,NA,"White","Former MLB Player","ESTP"
"743","US0428","Drew Christy","Drew",1989-05-18,NA,"Male",NA,NA,"White","Traveling Sales Representative","ESTP"
"744","US0429","Kelley Wentworth","Kelley",1986-06-07,NA,"Female",NA,NA,"White","Marketing Manager","ENTP"
"745","US0430","Dale Wentworth","Dale",1959-03-07,NA,"Male",NA,NA,"White","Farmer","ISTJ"
"746","US0431","Julie McGee","Julie",1980-01-24,NA,"Female",NA,NA,"White","Model/Owner of Spray Tan Business","ISFP"
"747","US0432","Josh Canfield","Josh",1981-07-01,NA,"Male",NA,NA,"White","Singer/Actor/Writer","INFJ"
"748","US0433","Jeremy Collins","Jeremy",1978-04-16,NA,"Male","Black",NA,"POC","Cambridge Firefighter","ESTJ"
"749","US0434","Wes Nale","Wes",1990-06-19,NA,"Male",NA,NA,"White","Firefighter","ISTP"
"750","US0435","Reed Kelly","Reed",1982-09-05,NA,"Male",NA,NA,"White","Broadway Performer/Model/Aerialist","ENTJ"
"751","US0436","Alec Christy","Alec",1991-09-07,NA,"Male",NA,NA,"White","Student","ISFP"
"752","US0437","Jon Misch","Jon",1988-03-29,NA,"Male",NA,NA,"White","Financial Assistant","ESFP"
"753","US0438","Baylor Wilson","Baylor",1994-01-25,NA,"Female",NA,NA,"White","Student","ESFP"
"754","US0439","Keith Nale","Keith",1960-08-16,NA,"Male",NA,NA,"White","Fire Captain","ISTP"
"755","US0440","Missy Payne","Missy",1967-06-10,NA,"Female",NA,NA,"White","Competitive Cheerleading Gym Owner","ESFJ"
"756","US0441","Jaclyn Schultz","Jaclyn",1988-08-16,NA,"Female",NA,NA,"White","Media Buyer","ESFP"
"757","US0442","Natalie Anderson","Natalie",1986-04-11,NA,"Female","Asian",NA,"POC","Crossfit Coach/Physical Therapy Student;CrossFit Trainer","ESTP"
"758","US0443","So Kim","So",1983-01-13,NA,"Female","Asian",NA,"POC","Retail Buyer","INTJ"
"759","US0444","Vince Sly","Vince",1982-02-16,NA,"Male",NA,NA,"White","Coconut Vendor","INFP"
"760","US0445","Nina Poersch","Nina",1963-01-17,NA,"Female","Asian",NA,"POC","Hearing Advocate","ISFJ"
"761","US0446","Lindsey Cascaddan","Lindsey",1989-08-24,NA,"Female",NA,NA,"White","Hairdresser","ENFP"
"762","US0447","Max Dawson","Max",1977-03-31,NA,"Male","White","Jewish","White","Media Consultant","ENTP"
"763","US0448","Joaquin Souberbielle","Joaquin",1986-08-16,NA,"Male",NA,"Hispanic or Latino","POC","Marketing Director","ISTP"
"764","US0449","Kelly Remington","Kelly",1970-04-27,NA,"Female",NA,NA,"White","State Trooper","ISTJ"
"765","US0450","Hali Ford","Hali",1989-07-20,NA,"Female",NA,NA,"White","Law Student","INFP"
"766","US0451","Joe Anglim","Joe",1988-09-30,NA,"Male",NA,NA,"White","Jewelry Designer;Multimedia Artist","ISFP"
"767","US0452","Jenn Brown","Jenn",1992-01-27,NA,"Female",NA,NA,"White","Sailing Instructor","ESTP"
"768","US0453","Shirin Oskooi","Shirin",1983-02-25,NA,"Female","Asian",NA,"POC","Yahoo! Executive","ENFP"
"769","US0454","Tyler Fredrickson","Tyler",1981-02-26,NA,"Male",NA,NA,"White","Ex-Talent Agent Assistant","ENFP"
"770","US0455","Dan Foley","Dan",1967-02-05,NA,"Male",NA,NA,"White","Postal Worker","ESTJ"
"771","US0456","Sierra Dawn Thomas","Sierra",1986-12-18,NA,"Female",NA,NA,"White","Barrel Racer","ISFJ"
"772","US0457","Rodney Lavoie Jr.","Rodney",1989-09-02,NA,"Male",NA,NA,"White","General Contractor","ESTJ"
"773","US0458","Will Sims II","Will",1972-08-13,NA,"Male","Black",NA,"POC","YouTube Sensation","ISFP"
"774","US0459","Carolyn Rivera","Carolyn",1961-10-07,NA,"Female",NA,NA,"White","Corporate Executive","ENTP"
"775","US0460","Mike Holloway","Mike",1976-07-25,NA,"Male",NA,NA,"White","Oil Driller","ESTP"
"776","US0461","Darnell Hamilton","Darnell",1988-02-08,NA,"Male","Black",NA,"POC","Postal Worker","ISFP"
"777","US0462","Jennifer Lanzetti","Jennifer",1977-07-14,NA,"Female",NA,NA,"White","Contractor","ESTP"
"778","US0463","Elisabeth Markham","Liz",1988-08-14,NA,"Female",NA,NA,"White","Quantitative Strategist","INTJ"
"779","US0464","Caleb Reynolds","Caleb",1987-11-27,NA,"Male",NA,NA,"White","Army Veteran","ESFP"
"780","US0465","Alecia Holden","Alecia",1991-08-03,NA,"Female",NA,NA,"White","Real Estate Agent","ESFP"
"781","US0466","Anna Khait","Anna",1988-09-17,NA,"Female",NA,NA,"White","Pro Poker Player","ENFP"
"782","US0467","Peter Baggenstos","Peter",1980-07-21,NA,"Male","Black",NA,"POC","ER Doctor","ENTJ"
"783","US0468","Neal Gottlieb","Neal",1977-02-03,NA,"Male",NA,NA,"White","Ice Cream Entrepreneur","INTP"
"784","US0469","Nick Maiorano","Nick",1985-01-28,NA,"Male",NA,NA,"White","Personal Trainer","INTP"
"785","US0470","Debbie Wanner","Debbie",1965-11-21,NA,"Female",NA,NA,"White","Chemist","ENTP"
"786","US0471","Scot Pollard","Scot",1975-02-12,NA,"Male",NA,NA,"White","Former NBA Champion","ESTJ"
"787","US0472","Julia Sokolowski","Julia",1996-04-08,NA,"Female",NA,NA,"White","College Student","ENFP"
"788","US0473","Kyle Jason","Jason",1984-07-16,NA,"Male",NA,NA,"White","Bounty Hunter","ESTJ"
"789","US0474","Joseph Del Campo","Joe",1943-07-04,NA,"Male",NA,NA,"White","Former FBI Agent","ISTJ"
"790","US0475","Cydney Gillon","Cydney",1992-09-14,NA,"Female","Black",NA,"POC","Bodybuilder","ISTP"
"791","US0476","Tai Trang","Tai",1964-03-23,NA,"Male","Asian",NA,"POC","Gardener","INFP"
"792","US0477","Aubry Bracco","Aubry",1985-11-14,NA,"Female",NA,NA,"White","Social Media Marketer;Marketing Director","INFJ"
"793","US0478","Michele Fitzgerald","Michele",1990-05-05,NA,"Female",NA,NA,"White","Bartender;Business Development Manager","ESFP"
"794","US0479","Rachel Ako","Rachel",1978-09-08,NA,"Female","Asian",NA,"POC","Recruiting Director","ENFP"
"795","US0480","Mari Takahashi","Mari",1984-11-02,NA,"Female","Asian",NA,"POC","Gamer","ESFP"
"796","US0481","Paul Wachter","Paul",1963-10-10,NA,"Male",NA,NA,"White","Boat Mechanic","ESTJ"
"797","US0482","Lucy Huang","Lucy",1973-09-22,NA,"Female","Asian",NA,"POC","Dietician","ISTJ"
"798","US0483","Ciandre Taylor","CeCe",1977-03-02,NA,"Female","Black",NA,"POC","Insurance Adjuster","ISFJ"
"799","US0484","Jessica Figueroa","Figgy",1992-12-12,NA,"Female",NA,"Hispanic or Latino","POC","Bartender","ESFP"
"800","US0485","Michaela Bradshaw","Michaela",1990-12-01,NA,"Female","Black",NA,"POC","Vacation Club Sales","ISTJ"
"801","US0486","Michelle Schubert","Michelle",1988-03-11,NA,"Female",NA,NA,"White","Missionary Recruiter","INFP"
"802","US0487","Taylor Lee Stocker","Taylor",1991-11-20,NA,"Male",NA,NA,"White","Snowboard Instructor","INFP"
"803","US0488","Chris Hammons","Chris",1978-04-01,NA,"Male",NA,NA,"White","Trial Lawyer","ISTJ"
"804","US0489","Jessica Lewis","Jessica",1979-02-24,NA,"Female",NA,NA,"White","Assistant District Attorney","ENFJ"
"805","US0490","Zeke Smith","Zeke",1988-01-25,NA,"Male",NA,NA,"White","Asset Manager","INTP"
"806","US0491","Will Wahl","Will",1997-08-12,NA,"Male",NA,NA,"White","High School Student","INTP"
"807","US0492","Sunday Burquest","Sunday",1971-02-06,2021-04-18,"Female",NA,NA,"White","Youth Pastor","ENFJ"
"808","US0493","Justin Starrett","Jay",1989-06-03,NA,"Male",NA,"Hispanic or Latino","POC","Real Estate Agent","ESTP"
"809","US0494","Bret LaBelle","Bret",1973-08-20,NA,"Male",NA,NA,"White","Police Sergeant","ESFJ"
"810","US0495","David Wright","David",1974-02-28,NA,"Male",NA,NA,"White","Television Writer","INFP"
"811","US0496","Hannah Shapiro","Hannah",1992-02-24,NA,"Female","White","Jewish","White","Barista","ENFP"
"812","US0497","Ken McNickle","Ken",1982-09-20,NA,"Male",NA,NA,"White","Model","ISFP"
"813","US0498","Adam Klein","Adam",1991-01-15,NA,"Male","White","Jewish","White","Homeless Shelter Manager;Keynote Speaker and Host","ENTP"
"814","US0499","Katrina Radke","Katrina",1970-12-17,NA,"Female",NA,NA,"White","Olympian","ENFP"
"815","US0500","Simone Nguyen","Simone",1991-05-31,NA,"Female","Asian",NA,"POC","Diversity Advocate","INTP"
"816","US0501","Patrick Bolton","Patrick",1992-03-06,NA,"Male",NA,NA,"White","Small Business Owner","ESTP"
"817","US0502","Alan Ball","Alan",1985-03-29,NA,"Male","Black",NA,"POC","NFL Player","ISTP"
"818","US0503","Roark Luskin","Roark",1989-11-30,NA,"Female",NA,NA,"White","Social Worker","ENTP"
"819","US0504","Alexandrea Elliott","Ali",1992-11-13,NA,"Female","Black",NA,"POC","Celebrity Assistant","INFJ"
"820","US0505","Jessica Johnston","Jessica",1987-04-05,NA,"Female",NA,NA,"White","Nurse Practitioner","ENFP"
"821","US0506","Desiree Williams","Desi",1989-06-14,NA,"Female","Black",NA,"POC","Phyiscal Therapist","ESFJ"
"822","US0507","Cole Medders","Cole",1992-09-18,NA,"Male",NA,NA,"White","Wilderness Therapy Guide","ISFP"
"823","US0508","John Hilsabeck","JP",1988-06-22,NA,"Male",NA,NA,"White","Firefighter","ISFP"
"824","US0509","Joe Mena","Joe",1983-03-15,NA,"Male",NA,"Hispanic or Latino","POC","Probation Officer","ESTJ"
"825","US0510","Lauren Rimmer","Lauren",1982-03-06,NA,"Female",NA,NA,"White","Fisherman","ISTJ"
"826","US0511","Ashley Nolan","Ashley",1990-09-17,NA,"Female",NA,NA,"White","Lifeguard","ESFP"
"827","US0512","Mike Zahalsky","Mike",1973-09-11,NA,"Male","White","Jewish","White","Urologist","ENFP"
"828","US0513","Devon Pinto","Devon",1993-03-06,NA,"Male",NA,"Hispanic or Latino","POC","Surf Instructor","INFJ"
"829","US0514","Ryan Ulrich","Ryan",1993-09-08,NA,"Male",NA,NA,"White","Bellhop","ENFP"
"830","US0515","Chrissy Hofbeck","Chrissy",1971-03-09,NA,"Female",NA,NA,"White","Actuary","ENTJ"
"831","US0516","Ben Driebergen","Ben",1983-01-01,NA,"Male",NA,NA,"White","Marine;Real Estate/Stay-at-home Dad","ESFP"
"832","US0517","Stephanie Gonzalez","Gonzalez",1991-04-22,NA,"Female",NA,"Hispanic or Latino","POC","Graphic Sales","ESTJ"
"833","US0518","Jacob Derwin","Jacob",1995-06-01,NA,"Male","White","Jewish","White","Music Teacher","INFP"
"834","US0519","Morgan Ricke","Morgan",1987-08-07,NA,"Female",NA,NA,"White","Marine Animal Trainer","ENFP"
"835","US0520","Brendan Shapiro","Brendan",1976-06-17,NA,"Male",NA,NA,"White","Physical Education Teacher","ENFJ"
"836","US0521","Stephanie Johnson","Stephanie",1982-09-10,NA,"Female",NA,NA,"White","Yoga Instructor","ENFP"
"837","US0522","James Lim","James",1993-03-17,NA,"Male","Asian","Korean American","POC","Business Analyst","INTJ"
"838","US0523","Bradley Kleihege","Bradley",1990-09-14,NA,"Male",NA,NA,"White","Law Student","ENTJ"
"839","US0524","Chris Noble","Chris",1989-12-04,NA,"Male",NA,NA,"White","Male Model","ESTJ"
"840","US0525","Libby Vincek","Libby",1992-08-24,NA,"Female",NA,NA,"White","Social Media Strategist","ESFJ"
"841","US0526","Desiree Afuye","Desiree",1996-02-03,NA,"Female","Black",NA,"POC","Student","ESFP"
"842","US0527","Jenna Bowman","Jenna",1993-11-10,NA,"Female",NA,NA,"White","Advertising Account Executive","ISTJ"
"843","US0528","Michael Yerger","Michael",1998-07-20,NA,"Male",NA,NA,"White","Real Estate Agent","INFJ"
"844","US0529","Chelsea Townsend","Chelsea",1992-05-25,NA,"Female",NA,NA,"White","EMT/Pro Cheerleader","ISFP"
"845","US0530","Kellyn Bechtold","Kellyn",1986-11-01,NA,"Female",NA,NA,"White","Career Counselor","ESFJ"
"846","US0531","Sebastian Noel","Sebastian",1994-07-20,NA,"Male",NA,NA,"White","Fishing Guide","ESFP"
"847","US0532","Donathan Hurley","Donathan",1991-07-19,NA,"Male",NA,NA,"White","Caretaker","ENFP"
"848","US0533","Angela Perkins","Angela",1974-11-02,NA,"Female",NA,NA,"White","Army Veteran","ISTJ"
"849","US0534","Laurel Johnson","Laurel",1988-02-29,NA,"Female","Black",NA,"POC","Financial Consultant","INTP"
"850","US0535","Domenick Abbate","Domenick",1978-10-31,NA,"Male",NA,NA,"White","Construction Supervisor","ESTP"
"851","US0536","Wendell Holland","Wendell",1984-03-08,NA,"Male","Black",NA,"POC","Furniture Company Owner;Furniture Designer","INFJ"
"852","US0537","Pat Cusack","Pat",1977-02-25,NA,"Male",NA,NA,"White","Maintenance Manager","ESTP"
"853","US0538","Jessica Peet","Jessica",1998-10-22,NA,"Female",NA,NA,"White","Waitress","ENFP"
"854","US0539","Jeremy Crawford","Jeremy",1978-04-26,NA,"Male","Black",NA,"POC","Attorney","ENFJ"
"855","US0540","Bi Nguyen","Bi",1989-10-30,NA,"Female","Asian",NA,"POC","MMA Fighter","ISFP"
"856","US0541","Natalia Azoqa","Natalia",1992-04-02,NA,"Female","Asian",NA,"POC","Industrial Engineer","ESTJ"
"857","US0542","Natalie Cole","Natalie",1961-02-26,NA,"Female","Black",NA,"POC","Publishing CEO","ESTJ"
"858","US0543","Lyrsa Torres","Lyrsa",1981-09-12,NA,"Female",NA,"Hispanic","POC","Airline Agent","ISFP"
"859","US0544","Elizabeth Olson","Elizabeth",1987-01-22,NA,"Female",NA,NA,"White","Kitchen Staff","ESTP"
"860","US0545","John Hennigan","John",1979-10-03,NA,"Male",NA,NA,"White","Pro Wrestler","INFJ"
"861","US0546","Dan Rengering","Dan",1990-04-07,NA,"Male",NA,NA,"White","S.W.A.T. Officer","ESFP"
"862","US0547","Alec Merlino","Alec",1993-10-15,NA,"Male",NA,NA,"White","Bartender","ESFP"
"863","US0548","Carl Boudreaux","Carl",1976-10-29,NA,"Male","Black",NA,"POC","Truck Driver","ISFJ"
"864","US0549","Gabby Pascuzzi","Gabby",1993-03-23,NA,"Female","Asian",NA,"POC","Technical Writer","INFP"
"865","US0550","Christian Hubicki","Christian",1985-12-06,NA,"Male",NA,NA,"White","Robotics Scientist","ENFP"
"866","US0551","Davie Rickenbacker","Davie",1987-09-14,NA,"Male","Black",NA,"POC","Social Media Manager","ENFP"
"867","US0552","Alison Raybould","Alison",1989-07-12,NA,"Female",NA,NA,"White","Physician","ENFJ"
"868","US0553","Kara Kay","Kara",1987-11-20,NA,"Female",NA,NA,"White","Realtor","ENFJ"
"869","US0554","Angelina Keeley","Angelina",1989-07-06,NA,"Female",NA,"Hispanic or Latino","POC","Financial Consultant","ENTJ"
"870","US0555","Mike White","Mike",1970-06-28,NA,"Male",NA,NA,"White","Filmmaker","INFP"
"871","US0556","Nick Wilson","Nick",1990-06-11,NA,"Male",NA,NA,"White","Public Defender;Attorney","ENTP"
"872","US0557","Reem Daly","Reem",1971-07-08,NA,"Female",NA,NA,"White","Sales Representative","ESTP"
"873","US0558","Keith Sowell","Keith",1998-07-16,NA,"Male","Black",NA,"POC","Pre-Med Student","INFP"
"874","US0559","Chris Underwood","Chris",1992-10-06,NA,"Male",NA,"Hispanic or Latino","POC","District Sales Manager","ENTP"
"875","US0560","Rick Devens","Rick",1984-04-05,NA,"Male",NA,NA,"White","Morning News Anchor","ENTP"
"876","US0561","Wendy Diaz","Wendy",1992-09-26,NA,"Female",NA,"Hispanic or Latino","POC","Small Business Owner","ENFP"
"877","US0562","Eric Hafemann","Eric",1983-04-13,NA,"Male",NA,NA,"White","Firefighter","ESTP"
"878","US0563","Julia Carter","Julia",1993-04-18,NA,"Female","Black",NA,"POC","Medical Assistant","ESFJ"
"879","US0564","Dan DaSilva","Wardog",1980-03-31,NA,"Male",NA,NA,"White","Law Student/Former Military","ENTP"
"880","US0565","Ron Clark","Ron",1971-10-24,NA,"Male",NA,NA,"White","Teacher",NA
"881","US0566","Aurora McCreary","Aurora",1985-12-21,NA,"Female",NA,NA,"White","Divorce Lawyer","ISTP"
"882","US0567","Victoria Baamonde","Victoria",1994-07-18,NA,"Female",NA,"Hispanic or Latino","POC","Waitress","INTP"
"883","US0568","Lauren O'Connell","Lauren",1996-10-25,NA,"Female",NA,NA,"White","Student","ESFP"
"884","US0569","Julie Rosenberg","Julie",1971-10-09,NA,"Female","White","Jewish","White","Toymaker","ENFP"
"885","US0570","Gavin Whitson","Gavin",1994-07-20,NA,"Male",NA,NA,"White","YMCA Program Director","ISFJ"
"886","US0571","Ronnie Bardah","Ronnie",1982-08-29,NA,"Male","Asian, Black","Jewish","POC","Professional Poker Player","ISTP"
"887","US0572","Molly Byman","Molly",1990-10-05,NA,"Female",NA,NA,"White","Law Student","INTJ"
"888","US0573","Vince Moua","Vince",1991-04-09,NA,"Male","Asian","Hmong","POC","Admissions Counselor","ENFP"
"889","US0574","Chelsea Walker","Chelsea",1992-03-10,NA,"Female",NA,NA,"White","Digital Content Creator","ENTP"
"890","US0575","Tom Laidlaw","Tom",1958-04-15,NA,"Male",NA,NA,"White","Former NHL Player","ESFJ"
"891","US0576","Jason Linden","Jason",1986-08-04,NA,"Male","White","Jewish","White","Personal Injury Lawyer","ENTP"
"892","US0577","Jack Nichting","Jack",1995-06-05,NA,"Male",NA,NA,"White","Graduate Student","ENFP"
"893","US0578","Kellee Kim","Kellee",1989-10-17,NA,"Female","Asian",NA,"POC","MBA Student","INTP"
"894","US0579","Jamal Shipman","Jamal",1985-05-09,NA,"Male","Black","Hispanic or Latino","POC","College Administrator","ENFJ"
"895","US0580","Aaron Meredith","Aaron",1982-12-16,NA,"Male","Black",NA,"POC","Gym Owner","ESTJ"
"896","US0581","Missy Byrd","Missy",1994-07-01,NA,"Female","Black",NA,"POC","Air Force Veteran","INTJ"
"897","US0582","Elizabeth Beisel","Elizabeth",1992-08-18,NA,"Female",NA,NA,"White","Olympic Medalist","ENFJ"
"898","US0583","Karishma Patel","Karishma",1981-12-07,NA,"Female","Asian",NA,"POC","Personal Injury Lawyer","INFP"
"899","US0584","Elaine Stott","Elaine",1978-01-13,NA,"Female",NA,NA,"White","Factory Worker","ENFP"
"900","US0585","Dan Spilo","Dan",1970-06-28,NA,"Male",NA,NA,"White","Talent Manager","ENTJ"
"901","US0586","Janet Carbin","Janet",1959-06-15,NA,"Female",NA,NA,"White","Chief Lifeguard","ENFJ"
"902","US0587","Lauren Beck","Lauren",1989-11-16,NA,"Female","Black",NA,"POC","Nanny","ENFP"
"903","US0588","Noura Salman","Noura",1982-08-23,NA,"Female","Asian",NA,"POC","Entrepreneur","ENFP"
"904","US0589","Dean Kowalski","Dean",1990-04-12,NA,"Male",NA,NA,"White","Tech Sales","ISTP"
"905","US0590","Tommy Sheehan","Tommy",1992-10-26,NA,"Male",NA,NA,"White","4th Grade Teacher","ENFJ"
"906","US0591","Eric Abraham","Abraham",1970-06-10,NA,"Male","Black",NA,"POC","Cyber Security Analyst","ESTJ"
"907","US0592","Sara Wilson","Sara",1997-06-28,NA,"Female",NA,NA,"White","Healthcare Consultant","INTJ"
"908","US0593","Heather Aldret","Heather",1969-03-01,NA,"Female",NA,NA,"White","Stay-at-home Mom","ISFJ"
"909","US0594","Erika Casupanan","Erika",1989-07-20,NA,"Female","Asian",NA,"POC","Communications Manager","ENFP"
"910","US0595","Genie Chen","Genie",1975-03-04,NA,"Female","Asian",NA,"POC","Grocery Clerk","ISFP"
"911","US0596","Ricard Foye","Ricard",1989-12-04,NA,"Male",NA,"Hispanic or Latino","POC","Flight Attendant","ENTJ"
"912","US0597","Xander Hastings","Xander",2000-08-11,NA,"Male",NA,NA,"White","App Developer","INFJ"
"913","US0598","Evvie Jagoda","Evvie",1992-10-26,NA,"Non-binary","White","Jewish","White","Ph.D. Student","ENFP"
"914","US0599","Danny McCray","Danny",1988-03-10,NA,"Male","Black",NA,"POC","Ex-NFL Player","INFJ"
"915","US0600","Naseer Muttalif","Naseer",1984-06-21,NA,"Male","Asian","Sri Lankan","POC","Sales Manager","ESFJ"
"916","US0601","Deshawn Radden","Deshawn",1995-09-17,NA,"Male","Black",NA,"POC","Medical Student","ENTP"
"917","US0602","Brad Reese","Brad",1971-07-21,NA,"Male",NA,NA,"White","Rancher","ESFP"
"918","US0603","Jairus Robinson","JD",2001-03-18,NA,"Male","Black",NA,"POC","College Student","ESFP"
"919","US0604","Tiffany Seely","Tiffany",1973-12-08,NA,"Female","White","Jewish","White","Teacher","ENTP"
"920","US0605","Sydney Segal","Sydney",1995-07-19,NA,"Female","White","Jewish","White","Law Student","ESTP"
"921","US0606","Shantel Smith","Shan",1987-03-11,NA,"Female","Black",NA,"POC","Pastor","ENFJ"
"922","US0607","David Voce","Voce",1986-05-01,NA,"Male",NA,NA,"White","Neurosurgeon","ENTJ"
"923","US0608","Liana Wallace","Liana",2000-10-25,NA,"Female","Black","Jewish","POC","College Student","ESTJ"
"924","US0609","Chanelle Howell","Chanelle",1992-08-22,NA,"Female","Black",NA,"POC","Executive Recruiter","ENTJ"
"925","US0610","Daniel Strunk","Daniel",1991-03-26,NA,"Male",NA,NA,"White","Law Clerk","ENTP"
"926","US0611","Drea Wheeler","Drea",1986-08-27,NA,"Female","Black",NA,"POC","Fitness Consultant","ENTJ"
"927","US0612","Hai Giang","Hai",1992-12-31,NA,"Male","Asian","Asian American","POC","Data Scientist","INFP"
"928","US0613","Jackson Fox","Jackson",1973-08-13,NA,"Male",NA,NA,"White","Healthcare Worker","ISFJ"
"929","US0614","Jenny Kim","Jenny",1978-06-30,NA,"Female","Asian","Asian American","POC","Creative Director","INFJ"
"930","US0615","Jonathan Young","Jonathan",1993-01-13,NA,"Male",NA,NA,"White","Beach Service Company Owner","ENFJ"
"931","US0616","Lindsay Dolashewich","Lindsay",1991-02-01,NA,"Female",NA,NA,"White","Dietitian","ESFP"
"932","US0617","Lydia Meredith","Lydia",1999-05-23,NA,"Female",NA,NA,"White","Waitress","INFP"
"933","US0618","Marya Sherron","Marya",1974-03-26,NA,"Female",NA,NA,"White","Stay-at-home Mom","INFP"
"934","US0619","Maryanne Oketch","Maryanne",1998-01-01,NA,"Female","Black",NA,"POC","Seminary Student","ENFP"
"935","US0620","Mike Turner","Mike",1963-10-15,NA,"Male",NA,"Hispanic or Latino","POC","Retired Firefighter","ESFJ"
"936","US0621","Omar Zaheer","Omar",1990-10-24,NA,"Male","Asian","Asian American","POC","Veterinarian","ENTP"
"937","US0622","Rocksroy Bailey","Rocksroy",1978-01-12,NA,"Male","Black",NA,"POC","Stay-at-home Dad","ESTJ"
"938","US0623","Romeo Escobar","Romeo",1984-05-10,NA,"Male",NA,"Hispanic or Latino","POC","Pageant Coach","ISFP"
"939","US0624","Swati Goel","Swati",2002-03-20,NA,"Female","Asian","Asian American","POC","Ivy League Student","ISTJ"
"940","US0625","Tori Meehan","Tori",1996-09-03,NA,"Female",NA,NA,"White","Therapist","ENFJ"
"941","US0626","Zach Wurthenberger","Zach",2000-01-26,NA,"Male",NA,NA,"White","Student","INTP"
"942","US0627","Cassidy Clark","Cassidy",1996-01-16,NA,"Female",NA,NA,"White","Designer","ESTP"
"943","US0628","Cody Assenmacher","Cody",1986-12-09,NA,"Male",NA,NA,"White","Elevator Sales","ESFP"
"944","US0629","Dwight Moore","Dwight",2000-08-30,NA,"Male","Black",NA,"POC","Graduate Student","ENTP"
"945","US0630","Elie Scot","Elie",1991-08-17,NA,"Female",NA,NA,"White","Clinical Psychologist","ENFJ"
"946","US0631","Geo Bustamante","Geo",1986-08-22,NA,"Male",NA,"Hispanic or Latino","POC","Project Manager","ISFP"
"947","US0632","James Jones","James",1985-05-07,NA,"Male","Black",NA,"POC","Event Planner","ENFP"
"948","US0633","Jeanine Zheng","Jeanine",1997-12-19,NA,"Female","Asian","Asian American","POC","UX Designer","ENFP"
"949","US0634","Jesse Lopez","Jesse",1991-11-29,NA,"Male",NA,"Hispanic or Latino","POC","Polical Science PhD","INFJ"
"950","US0635","Justine Brennan","Justine",1993-01-07,NA,"Female","Asian","Asian American","POC","Cyber Security Analyst","ESTJ"
"951","US0636","Karla Cruz Godoy","Karla",1994-02-19,NA,"Female",NA,"Hispanic or Latino","POC","Educational Project Manager","ENTJ"
"952","US0637","Lindsay Carmine","Lindsay",1980-01-21,NA,"Female",NA,NA,"White","Pediatric Nurse","ISTJ"
"953","US0638","Mike Gabler","Gabler",1970-09-04,NA,"Male",NA,NA,"White","Heart Valve Specialist","ISFJ"
"954","US0639","Morriah Young","Morriah",1993-12-03,NA,"Female","Black",NA,"POC","Teacher","ENFP"
"955","US0640","Nneka Ejere","Nneka",1979-06-24,NA,"Female","Black",NA,"POC","Pharmacist","ESFJ"
"956","US0641","Noelle Lambert","Noelle",1997-01-24,NA,"Female",NA,NA,"White","US Paralympian","ESTP"
"957","US0642","Owen Knight","Owen",1992-07-10,NA,"Male","Asian","Asian American","POC","College Admissions Director","ENFP"
"958","US0643","Ryan Medrano","Ryan",1997-08-26,NA,"Male","Black",NA,"POC","Warehouse Associate","ISFJ"
"959","US0644","Sami Layadi","Sami",2002-10-13,NA,"Male",NA,"Hispanic or Latino","POC","Pet Cremator","ENTP"
